index,input,group,url,title,old_model_match,old_authority,page_role_screen,current_title_url_relation,current_title_url_reason,current_operator_seed,current_seed_scope,archived_page_inspection,archived_response_body,review_screen,historical_manual_verdict
2,Siemens SN23EI03ME,secondary,https://hezkydomov.cz/siemens-iq300-sn23ei03me,Siemens iQ300 SN23EI03ME | HezkÃ½ domov,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://manuall.co.uk/siemens-sn23ei03me-dishwasher,Manual Siemens SN23EI03ME Dishwasher,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://manualzz.com/doc/84415479/siemens-sn23ei03me-iq300-free-standing-dishwasher-60cm-br...,Serie 2 SN23EI03ME Dishwasher: AI Chat & PDF Access | Manualzz,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://media3.bsh-group.com/Documents/9001805177_D.pdf,PDF Information for Use SN23EI03ME | Siemens,weak,secondary,document,reject,"Primary item is compatible with the requested model, not the model itself.",unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://media3.bsh-group.com/Documents/9001805177_E.pdf,PDF Information for Use SN23EI03ME | Siemens,weak,secondary,document,reject,"Primary item is compatible with the requested model, not the model itself.",unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://mycky-nadobi.heureka.cz/siemens-sn23ei03me_2,Siemens SN23EI03ME od 17 990 KÄ - Heureka.cz,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://mycky-nadobi.heureka.cz/siemens-sn23ei03me_2/pridat-uzivatelskou-recenzi,PÅidat uÅ¾ivatelskou recenzi Siemens SN23EI03ME - Heureka.cz,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://recenze-a-testy.cz/recenze/siemens-sn23ei03me-recenze,Siemens SN23EI03ME recenze a testy,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://zbozi.cz/vyrobek/siemens-sn23ei03me,Siemens SN23EI03ME,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://zbozi.cz/nabidka/247e00006bac6a21252c8b64803371f62c351ea7,Siemens SN23EI03ME,weak,secondary,product,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://zbozi.cz/nabidka/295b0200a5e8d2c0bfc80cf41759a7f82da9658b,Siemens SN23EI03ME myÄka nÃ¡dobÃ­ iQ300 + 2000 cashback po registraci na strÃ¡nkÃ¡ch Siemens,weak,secondary,product,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://zbozi.cz/nabidka/882b0000173a6ebc76c01379fd74fd5fddc94ff4,Siemens SN23EI03ME + doÅ¾ivotnÃ­ zÃ¡ruka AquaStop + zÃ¡ruka 10 let proti prorezavÄnÃ­,weak,secondary,product,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://zbozi.cz/nabidka/ca010000155427b77469a07c5d494d8e5d7ef37b,SIEMENS SN23EI03ME iQ300,weak,secondary,product,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,secondary,https://heureka.cz/?h%5Bfraze%5D=siemens+sn23ei03me+iq300&haff=260673,siemens sn23ei03me iq300 - Heureka.cz,weak,secondary,product,weak,Exact model appears only on a generic catalog or weak page.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://siemens-home.bsh-group.com.hk/en/supportdetail/product/SN23EI03ME/50,"Model SN23EI03ME/50: User manuals, spare parts, accessories | Siemens Home",rejected,secondary,support,reject,"Search result describes an accessory or replacement part, not the product.",unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://siemens-home.bsh-group.com/ie/supportdetail/product/SN23EI03ME/47,"Model SN23EI03ME/47: User manuals, spare parts, accessories | Siemens Home",rejected,secondary,support,reject,"Search result describes an accessory or replacement part, not the product.",licensed_brand_operator,home appliances,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://kaufland.cz/m/~56672,ObjednÃ¡vejte na Kaufland.cz - Siemens na Kaufland.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://alza.cz/alzaplus,Aktivuj si AlzaPlus+,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://alza.cz/servis-v-alza-cz,NejpohodlnÄjÅ¡Ã­ reklamace,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://alza.cz/seznam-prodejen-a-alzaboxu,AlzaBoxy na kaÅ¾dÃ©m rohu,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://alza.cz/splatky,MoÅ¾nost nÃ¡kupu na splÃ¡tky,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://alza.cz/volne-stojici-mycky/siemens/18857402-v1486.htm,VolnÄ stojÃ­cÃ­ myÄky Siemens | Alza.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://datart.cz/siemens,Siemens | Datart,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://e-beko.cz/znacka/siemens,DomÃ¡cÃ­ spotÅebiÄe od vÃ½robce Siemens ve slevÄ a v akci,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://knihobot.cz/a/1156553,Daniel Siemens (Knihy) | knihobot.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://mycky-nadobi.heureka.cz/f:3339:109768,MyÄky nÃ¡dobÃ­ Siemens - Heureka.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://o-seznam.cz/napoveda/prohlizece,NajÃ­t jinÃ½ prohlÃ­Å¾eÄ,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://o-seznam.cz/napoveda/vyhledavani,NÃ¡povÄda,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://press.siemens.com/global/en,Press | Company | Siemens,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://siemens-energy.com/global/en/home.html,Siemens Energy | Let's make tomorrow different today,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://siemens.com/cs-cz,DomovskÃ¡ strÃ¡nka Siemens | Siemens,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://siemens.com/en-us,Siemens home | Siemens,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://siemens.com/en-us/company/jobs,Jobs & careers | Siemens,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/domaci-spotrebice/kuchynske-spotrebice/mycky-nadobi?energeticka-trida=b&suseni-autoopen=ano&vymenik-tepla=ano,MyÄky nÃ¡dobÃ­ energetickÃ© tÅÃ­dy B se suÅ¡enÃ­m autoopen a s…,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/domaci-spotrebice/kuchynske-spotrebice/mycky-nadobi?sirka-do=60&sirka-od=60&strana=3,MyÄky nÃ¡dobÃ­ se Å¡Ã­Åkou 60 cm - Zbozi.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/nabidka/588a0000367fb4cda86aaa60b540e8ac6ef01657,"Bosch Siemens 10037040 noha myÄka nÃ¡dobÃ­ - pro stojan, krÃ¡tkÃ¡ vpedu a vzadu, 65mm dlouhÃ¡",rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/obchod/11609,92% spokojenÃ½ch zÃ¡kaznÃ­kÅ¯ s e-shopem â ZboÅ¾Ã­.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/obchod/130445,100% spokojenÃ½ch zÃ¡kaznÃ­kÅ¯ s e-shopem â ZboÅ¾Ã­.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/obchod/154293,98% spokojenÃ½ch zÃ¡kaznÃ­kÅ¯ s e-shopem â ZboÅ¾Ã­.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/obchod/1988,95% spokojenÃ½ch zÃ¡kaznÃ­kÅ¯ s e-shopem â ZboÅ¾Ã­.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/obchod/458,96% spokojenÃ½ch zÃ¡kaznÃ­kÅ¯ s e-shopem â ZboÅ¾Ã­.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://zbozi.cz/hledej?q=%22sn23ei03me%22+siemens,DalÅ¡Ã­ produkty najdete naÂ ZboÅ¾Ã­.cz,rejected,secondary,product,reject,Search results are not an individual product or support page.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://alza.cz/,NejÅ¡irÅ¡Ã­ nabÃ­dka produktÅ¯,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://assetmanagement.siemens.com/,Asset Management Software | Siemens,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://blog.siemens.com/,Siemens Blog,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://heureka.cz/?h%5Bfraze%5D=simens+sn636x03me,simens sn 636x 03 me - Heureka.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
2,Siemens SN23EI03ME,rejected,https://heureka.cz/?h%5Bfraze%5D=voln%C4%9B+stoj%C3%ADc%C3%AD+my%C4%8Dka&f=2,volnÄ stojÃ­cÃ­ myÄka - Heureka.cz,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,official_pages,https://www.samsung.com/fr/refrigerators/bottom-mount-freezer/bespoke-bmfreezer-with-smartthings-ai-energy-mode-387l-silver-rb38c7b6as9-ef/,Réfrigérateur Combiné - A - RB38C7B6AS9 | Samsung FR,exact,manufacturer,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,True,False,requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,official_pages,https://www.samsung.com/es/refrigerators/bottom-mount-freezer/bespoke-bmfreezer-with-smartthings-ai-energy-mode-387l-silver-rb38c7b6as9-ef/,Frigorífico Combi 203cm 387L A RB38C7B6AS9/EF | Samsung ES,exact,manufacturer,product,likely_variant,"Requested base SKU matches, but suffix 'EF' needs product-content evidence before equivalence can be established.",unknown,unknown,True,False,variant_or_region_requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://manualslib.com/products/Samsung-Rb38c7b6as9-14192478.html,Samsung RB38C7B6AS9 Manuals | ManualsLib,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://manua.ls/samsung/rb38c7b6as9/manual,User manual Samsung RB38C7B6AS9 (English - 328 pages),exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://manualsarea.com/samsung-rb38c7b6as9-user-manual-761357,Samsung RB38C7B6AS9 - User Manual - manualsarea.com,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://manualslib.com/manual/3558848/Samsung-Rb38c7b6as9.html,SAMSUNG RB38C7B6AS9 USER MANUAL Pdf Download | ManualsLib,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://coolblue.nl/en/product/927269/samsung-rb38c7b6as9-ef.html,Samsung RB38C7B6AS9/EF | Coolblue | Fridges,exact,secondary,product,likely_variant,"Requested base SKU matches, but suffix 'EF' needs product-content evidence before equivalence can be established.",unknown,unknown,False,False,variant_or_region_requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://icecat.biz/us/p/samsung/rb38c7b6as9-ef/fridge-freezers-8806094768503-rb38c7b6as9-ef-110902608.html,Product data Samsung RB38C7B6AS9/EF fridge-freezer ... - Icecat,exact,secondary,product,likely_variant,"Requested base SKU matches, but suffix 'EF' needs product-content evidence before equivalence can be established.",unknown,unknown,False,False,variant_or_region_requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://icecat.us/en/p/samsung/rb38c7b6as9-ef/fridge-freezers-8806094768503-rb38c7b6as9-ef-110902608.html,Specs Samsung RB38C7B6AS9/EF fridge-freezer Freestanding 387 L ...,exact,secondary,product,likely_variant,"Requested base SKU matches, but suffix 'EF' needs product-content evidence before equivalence can be established.",unknown,unknown,False,False,variant_or_region_requires_content,not_reconstructible
3,Samsung RB38C7B6AS9,secondary,https://icecat.us/us/p/samsung/rb38c7b6as9-ef/fridge-freezers-8806094768503-rb38c7b6as9-ef-110902608.html,Product data Samsung RB38C7B6AS9/EF fridge-freezer Freestanding 387 L ...,exact,secondary,product,likely_variant,"Requested base SKU matches, but suffix 'EF' needs product-content evidence before equivalence can be established.",unknown,unknown,False,False,variant_or_region_requires_content,not_reconstructible
4,Electrolux EOD6P77WX,official_pages,https://electrolux.bg/kitchen/cooking/ovens/oven/eod6p77wx,Мултифункционална фурна - EOD6P77WX | Electrolux,exact,manufacturer,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,official_pages,https://shop.electrolux.co.uk/model/m/EOD6P77WX,Model EOD6P77WX - Spares & Accessories - Electrolux,exact,manufacturer,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://manualslib.com/products/Electrolux-Eod6p77wx-13291007.html,Electrolux EOD6P77WX Manuals | ManualsLib,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://manua.ls/electrolux/eod6p77wx/manual,User manual Electrolux EOD6P77WX (1 pages),exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://manual.nz/electrolux/eod6p77wx/manual,Electrolux EOD6P77WX manual (1 pages),exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://manualslib.com/manual/3063829/Electrolux-Eod6p77wx.html,ELECTROLUX EOD6P77WX USER MANUAL Pdf Download | ManualsLib,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://allusermanuals.com/appliances/walloven/electrolux/eod6p77wx,Electrolux Wall Oven EOD6P77WX Manual Download,exact,secondary,support,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://api.electrolux-medialibrary.com/asset/6305351e-8c44-4c47-b223-a383cd27cdc8/E4RM3Q/8bc8dff7-b55a-47e9-9108-ca7d81375989/ORIGINAL/8bc8dff7-b55a-47e9-9108-ca7d81375989.pdf,PDF EOD6P77WX EOD6P77WZ KODDP77WX - api.electrolux-medialibrary.com,weak,secondary,document,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,secondary,https://beepitheto-suto.arukereso.hu/electrolux/eod6p77wx-steambake-p650326542,Vásárlás: Electrolux EOD6P77WX SteamBake Beépíthető sütő árak ...,exact,secondary,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
4,Electrolux EOD6P77WX,rejected,https://electrolux.ro/kitchen/cooking/ovens/oven/eod6p77wx2,Cuptor cu abur SteamBake WiFi cu autocuratare pirolitica A+ 72 litri ...,rejected,secondary,product,reject,Search result contains a conflicting model identifier.,unknown,unknown,False,False,requires_content,not_reconstructible
5,AEG IKE64441FB,official_pages,https://aeg.fr/kitchen/cooking/hobs/induction-hob/ike64441fb,Table induction - IKE64441FB | AEG,exact,manufacturer,product,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
5,AEG IKE64441FB,secondary,https://aeg.manymanuals.com/hobs/ike64441fb/user-manual-28193,AEG IKE64441FB User Manual download pdf,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
5,AEG IKE64441FB,secondary,https://manua.ls/aeg/ike64441fb/manual,User manual AEG IKE64441FB (English - 96 pages),exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
5,AEG IKE64441FB,secondary,https://manual.nz/aeg/ike64441fb/manual,AEG IKE64441FB manual (English - 96 pages),exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
5,AEG IKE64441FB,secondary,https://manuals.plus/aeg/ike64441fb-induction-hob-manual.pdf,PDF AEG IKE64441FB Induction Hob User Manual - Manuals+,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
5,AEG IKE64441FB,secondary,https://manualshelf.com/manual/aeg/ike64441fb/1-user-manual-english.html,AEG IKE64441FB : User manual - ManualShelf,exact,secondary,document,exact,Requested exact model appears in the title/snippet or URL.,unknown,unknown,False,False,requires_content,not_reconstructible
